PIRSF000001	cytochrome c/cytochrome c2
PIRSF016651	conserved hypothetical protein TC0921
PIRSF016653	PIRSF016653
PIRSF016655	hypothetical protein, Campylobacter jejuni Cj0394c type
PIRSF016656	hypothetical protein, Campylobacter jejuni Cj1650 type
PIRSF016657	hypothetical protein, Campylobacter jejuni Cj1602 type
PIRSF016659	Deinococcus radiodurans probable transposase DR1285
PIRSF016660	inner membrane protein YedI
PIRSF016661	uncharacterized biotin biosynthesis protein, BioY type
PIRSF016662	uncharacterized protein with Toprim domain
PIRSF016663	hypothetical protein, Pyrococcus abyssi PAB1866 type
PIRSF016664	hypothetical protein, Pyrococcus abyssi PAB1928 type
PIRSF016665	hypothetical protein, Aeropyrum pernix APE0889 type
PIRSF016666	uncharacterized conserved protein
PIRSF016667	conserved hypothetical protein TM1511
PIRSF016669	PIRSF016669
PIRSF016670	PIRSF016670
PIRSF016671	PIRSF016671
PIRSF016672	PIRSF016672
PIRSF016674	PIRSF016674
PIRSF016675	acyltransferase, Chlamydiaceae type
PIRSF016676	hypothetical protein, Helicobacter pylori jhp0172 type
PIRSF016677	hypothetical protein, Helicobacter pylori jhp0221 type
PIRSF016678	hypothetical protein, Helicobacter pylori jhp0350 type
PIRSF016679	hypothetical protein, Helicobacter pylori jhp0467 type
PIRSF016680	hypothetical protein, Helicobacter pylori jhp0666 type
PIRSF016684	PIRSF016684
PIRSF016685	PIRSF016685
PIRSF016686	PIRSF016686
PIRSF016687	hypothetical protein, Chlamydia trachomatis CT254 type
PIRSF016689	hypothetical protein, Chlamydia trachomatis CT482 type
PIRSF016690	hypothetical protein, Chlamydia trachomatis CT654 type
PIRSF016691	PIRSF016691
PIRSF016692	hypothetical protein, Chlamydia trachomatis CT865 type
PIRSF016694	hypothetical protein, Pyrococcus horikoshii PH0989 type
PIRSF016695	hypothetical protein, Pyrococcus horikoshii PH1142 type
PIRSF016697	PIRSF016697
PIRSF016698	hypothetical protein, Mycobacterium tuberculosis Rv1082 type
PIRSF016699	uncharacterized conserved protein
PIRSF016700	hypothetical protein, Mycobacterium tuberculosis Rv1517 type
PIRSF016701	phospholipase C
PIRSF016702	DNA-binding protein with PD1-like DNA-binding motif
PIRSF016703	electron transport complex Rnf, RnfD subunit
PIRSF016704	PIRSF016704
PIRSF016705	alpha-ketoglutarate-dependent taurine dioxygenase
PIRSF016708	hypothetical protein, Helicobacter pylori HP0288 type
PIRSF016710	conserved hypothetical protein TC0085
PIRSF016711	conserved hypothetical protein TC0140
PIRSF016712	conserved hypothetical protein TC0225
PIRSF016713	conserved hypothetical protein TC0300
PIRSF016715	conserved hypothetical protein TC0668
PIRSF016716	conserved hypothetical protein TC0791
PIRSF016718	conserved hypothetical protein TC0868
PIRSF016719	uncharacterized conserved protein
PIRSF016720	hypothetical protein, Campylobacter jejuni Cj0272 type
PIRSF016721	malate:quinone oxidoreductase
PIRSF016722	hypothetical protein, Campylobacter jejuni Cj1633 type
PIRSF016723	conserved hypothetical protein NMB1562
PIRSF016724	conserved hypothetical protein DR1915
PIRSF016725	uncharacterized conserved protein
PIRSF016727	hypothetical protein, Pyrococcus abyssi PAB0589 type
PIRSF016728	PIRSF016728
PIRSF016729	PIRSF016729
PIRSF016730	PIRSF016730
PIRSF016731	conserved hypothetical protein CP0165
PIRSF016732	conserved hypothetical protein CP0076
PIRSF016733	conserved hypothetical protein CP0072
PIRSF016734	PIRSF016734
PIRSF016735	conserved hypothetical protein CP0792
PIRSF016736	PIRSF016736
PIRSF016737	PIRSF016737
PIRSF016738	PIRSF016738
PIRSF016739	PIRSF016739
PIRSF016741	hypothetical protein, Chlamydia trachomatis CT142 type
PIRSF016742	hypothetical protein, Chlamydia trachomatis CT195 type
PIRSF016743	hypothetical protein, Chlamydia trachomatis CT253 type
PIRSF016744	PIRSF016744
PIRSF016745	hypothetical protein, Chlamydia trachomatis CT481 type
PIRSF016747	uncharacterized conserved protein
PIRSF016748	PIRSF016748
PIRSF016749	PIRSF016749
PIRSF016750	signal peptidase I, S24 type
PIRSF016752	exonuclease with PIN domain, MT3516 type
PIRSF016753	phospholipid/glycerol acyltransferase
PIRSF016754	orotidine-5'-phosphate decarboxylase
PIRSF016759	PIRSF016759
PIRSF016761	PIRSF016761
PIRSF016762	PIRSF016762
PIRSF016763	PIRSF016763
PIRSF016766	ATP-grasp ATP-utilizing enzyme, MJ0815 type
PIRSF016768	PIRSF016768
PIRSF016769	PIRSF016769
PIRSF016771	PIRSF016771
PIRSF016772	PIRSF016772
PIRSF016773	PIRSF016773
PIRSF016774	uncharacterized protein, CPn_0713 type
PIRSF016775	PIRSF016775
PIRSF016776	PIRSF016776
PIRSF016777	PIRSF016777
PIRSF016778	PIRSF016778
PIRSF016779	uncharacterized conserved protein TC0351
PIRSF016780	PIRSF016780
PIRSF016781	PIRSF016781
PIRSF016784	PIRSF016784
PIRSF016785	PIRSF016785
PIRSF016786	PIRSF016786
PIRSF016788	response regulator with Fis-like DNA-binding domain
PIRSF016789	membrane protein
PIRSF016790	PIRSF016790
PIRSF016791	PIRSF016791
PIRSF016792	uncharacterized conserved protein
PIRSF016794	PIRSF016794
PIRSF016795	PIRSF016795
PIRSF016797	lipoate-protein ligase A
PIRSF016798	PIRSF016798
PIRSF016799	PIRSF016799
PIRSF016800	PIRSF016800
PIRSF016801	PIRSF016801
PIRSF016802	PIRSF016802
PIRSF016803	PIRSF016803
PIRSF016804	PIRSF016804
PIRSF016805	PIRSF016805
PIRSF016807	PIRSF016807
PIRSF016808	PIRSF016808
PIRSF016809	PIRSF016809
PIRSF016815	uncharacterized RAMP protein involved in DNA repair
PIRSF016817	ATP-dependent carboligase related to biotin carboxylase
PIRSF016818	PIRSF016818
PIRSF016821	heat shock protein 15
PIRSF016822	PIRSF016822
PIRSF016823	uncharacterized conserved protein
PIRSF016824	PIRSF016824
PIRSF016826	PIRSF016826
PIRSF016829	PIRSF016829
PIRSF016830	PIRSF016830
PIRSF016831	PIRSF016831
PIRSF016832	PIRSF016832
PIRSF016834	PIRSF016834
PIRSF016835	PIRSF016835
PIRSF016837	PIRSF016837
PIRSF016838	protein PafC
PIRSF016839	phosphotriesterase homology protein
PIRSF016840	PIRSF016840
PIRSF016843	PIRSF016843
PIRSF016844	PIRSF016844
PIRSF016845	PIRSF016845
PIRSF016846	PIRSF016846
PIRSF016847	PIRSF016847
PIRSF016848	PIRSF016848
PIRSF016850	PIRSF016850
PIRSF016852	PIRSF016852
PIRSF016853	PIRSF016853
PIRSF016856	PIRSF016856
PIRSF016862	PIRSF016862
PIRSF016864	PIRSF016864
PIRSF016865	PIRSF016865
PIRSF016866	PIRSF016866
PIRSF016867	PIRSF016867
PIRSF016869	uncharacterized conserved protein
PIRSF016870	PIRSF016870
PIRSF016871	PIRSF016871
PIRSF016872	PIRSF016872
PIRSF016873	PIRSF016873
PIRSF016876	PIRSF016876
PIRSF016878	Antibiotic biosynthesis monooxygenase
PIRSF016882	PIRSF016882
PIRSF016884	PIRSF016884
PIRSF016885	PIRSF016885
PIRSF016886	PIRSF016886
PIRSF016887	PIRSF016887
PIRSF016889	PIRSF016889
PIRSF016890	PIRSF016890
PIRSF016891	PIRSF016891
PIRSF016892	PIRSF016892
PIRSF016894	PIRSF016894
PIRSF016896	sugar kinase, archaeal GHMP MJ0969 type
PIRSF016897	glycerol uptake regulatory protein
PIRSF016898	PIRSF016898
PIRSF016899	PIRSF016899
PIRSF016900	PIRSF016900
PIRSF016902	PIRSF016902
PIRSF016903	PIRSF016903
PIRSF016904	hypothetical protein, Neisseria meningitidis NMB2123 type
PIRSF016906	hypothetical protein, Pyrococcus abyssi PAB0054 type
PIRSF016907	kinase related to ATP-NAD kinase
PIRSF016908	uncharacterized conserved protein
PIRSF016909	PIRSF016909
PIRSF016912	bifunctional ribosomal protein L25p/general stress protein CTC
PIRSF016915	uncharacterized protein
PIRSF016917	PIRSF016917
PIRSF016918	crystallin J1
PIRSF016919	hydrogenase/urease accessory protein HupE/UreJ
PIRSF016920	PIRSF016920
PIRSF016922	conserved hypothetical protein TC0189
PIRSF016923	conserved hypothetical protein NMB0355
PIRSF016924	hypothetical protein, Pyrococcus abyssi PAB0076 type
PIRSF016925	taxis protein CheJ
PIRSF016929	hypothetical protein, Pyrococcus horikoshii PH0196 type
PIRSF016933	protease PrsW
PIRSF016934	uncharacterized conserved protein
PIRSF016937	uncharacterized conserved protein
PIRSF016938	sigma-E factor negative regulatory protein RseA
PIRSF016939	ADP-ribosylarginine hydrolase
PIRSF016940	growth hormone receptor
PIRSF016941	PIRSF016941
PIRSF016947	cleavage factor II, YLR115W type
PIRSF016948	PIRSF016948
PIRSF016949	Methylobacterium extorquens hypothetical protein (mtkA 5' region)
PIRSF016951	mono-ADP-ribosyltransferase, Edin type
PIRSF016952	core-binding factor, beta subunit
PIRSF016954	A-kinase anchor protein 5
PIRSF016955	killer cell immunoglobulin-like receptor
PIRSF016956	nickel transport protein YPO2673
PIRSF016957	chitobiosyldiphosphodolichol beta-mannosyltransferase
PIRSF016958	S-adenosyl-L-methionine dependent methyltransferase, AD-003 type
PIRSF016960	Arabidopsis thaliana hypothetical protein F14F18.30
PIRSF016961	hypothetical protein, Arabidopsis thaliana F15N18.200 type
PIRSF016964	hypothetical protein, Arabidopsis thaliana F8F6.250 type
PIRSF016965	Arabidopsis thaliana hypothetical protein F8F6.140
PIRSF016966	hypothetical protein, Arabidopsis thaliana F8F6.90 type
PIRSF016967	PIRSF016967
PIRSF016968	PIRSF016968
PIRSF016969	hypothetical protein, Arabidopsis thaliana F12E4.290 type
PIRSF016970	PIRSF016970
PIRSF016971	hypothetical protein, Arabidopsis thaliana F12E4.220 type
PIRSF016972	hypothetical protein, Arabidopsis thaliana F15A17.220 type
PIRSF016973	PIRSF016973
PIRSF016974	TRAPP I complex, Bet5/Trs23 subunits
PIRSF016976	conserved protein with RING finger domain, F7A7.40 type
PIRSF016977	Arabidopsis thaliana conserved protein with F-box domain,F13F21.21 type
PIRSF016978	hypothetical protein
PIRSF016981	conserved protein with F-box/LRR-repeat, TIR1/COI1 type
PIRSF016985	zinc finger protein
PIRSF016986	hypothetical protein, Arabidopsis thaliana F2A19.200 type
PIRSF016987	syntaxin
PIRSF016988	uncharacterized conserved protein
PIRSF016989	hypothetical protein, Arabidopsis thaliana F20D22.8 type
PIRSF016990	hypothetical protein, Arabidopsis thaliana T20K12.30 type
PIRSF016992	GATA transcription factor, plant type
PIRSF016993	hypothetical protein, Arabidopsis thaliana T2O9.130 type
PIRSF016994	hypothetical protein, Arabidopsis thaliana F24G16.270 type
PIRSF016995	cysteine protease ATG4
PIRSF016996	hypothetical protein, Arabidopsis thaliana F24G16.170 type
PIRSF016997	hypothetical protein, Arabidopsis thaliana F17J16.30 type
PIRSF016999	hypothetical protein, Arabidopsis thaliana F24I3.60 type
PIRSF017002	Arabidopsis thaliana hypothetical protein T26I12.210
PIRSF017003	PIRSF017003
PIRSF017005	hypothetical protein, Arabidopsis thaliana F24B22.230 type
PIRSF017006	hypothetical protein, Arabidopsis thaliana F16L2.160 type
PIRSF017008	senescence-associated protein, DSA5 type
PIRSF017010	Arabidopsis thaliana hypothetical protein F23N14.60
PIRSF017016	NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 8
PIRSF017017	RRM3/PIF1 helicase homolog Rph1
PIRSF017018	periplasmic metal-binding protein, Tp34 type
PIRSF017019	hemin storage system protein HmsF
PIRSF017020	succinylglutamate desuccinylase
PIRSF017021	PIRSF017021
PIRSF017022	cupin 2, bacterial type
PIRSF017023	cell wall assembly and cell proliferation coordinating protein, KNR4 type
PIRSF017024	PIRSF017024
PIRSF017025	PIRSF017025
PIRSF017026	autophagy-related protein 3
PIRSF017029	signal recognition particle, 9 kDa protein
PIRSF017032	hypothetical protein, Arabidopsis thaliana T10K17.140 type
PIRSF017033	putative squamosa-promoter binding protein
PIRSF017034	hypothetical protein, Arabidopsis thaliana T10K17.70 type
PIRSF017036	PIRSF017036
PIRSF017037	hypothetical protein, Arabidopsis thaliana F5K20.250 type
PIRSF017038	hypothetical protein, Arabidopsis thaliana F4P12.380 type
PIRSF017041	hypothetical protein, Arabidopsis thaliana F28O9.30 type
PIRSF017043	Oryza sativa conserved protein with F-box domain, OSJNAb0022I16.11 type
PIRSF017046	switch-activating protein Sap1
PIRSF017047	probable membrane protein
PIRSF017048	hypothetical protein, Mycobacterium leprae MLCB373.07 type
PIRSF017049	hypothetical protein, Mycobacterium leprae MLCB637.18 type
PIRSF017050	hypothetical protein, Mycobacterium leprae MLCB637.11c type
PIRSF017051	hypothetical protein, Mycobacterium leprae MLCB637.02c type
PIRSF017052	PIRSF017052
PIRSF017053	hypothetical protein, Mycobacterium leprae MLCB57.36c type
PIRSF017055	hypothetical protein, Mycobacterium leprae MLCB57.29 type
PIRSF017056	hypothetical protein, Mycobacterium leprae MLCB57.28c type
PIRSF017057	hypothetical protein, Mycobacterium leprae MLCB57.27c type
PIRSF017058	hypothetical protein, Mycobacterium leprae MLCB1610.16 type
PIRSF017059	HNH endonuclease
PIRSF017060	PIRSF017060
PIRSF017062	DNA damage checkpoint protein Rhp9
PIRSF017063	hypothetical protein, Mycobacterium leprae u1756y type
PIRSF017064	PIRSF017064
PIRSF017065	flagella accessory protein E, archaeal type
PIRSF017066	flagella accessory protein D, archaeal type
PIRSF017067	hypothetical protein, Mycobacterium leprae MLCB1883.17c type
PIRSF017068	probable integral membrane protein
PIRSF017069	hypothetical protein, Mycobacterium tuberculosis Rv0227c type
PIRSF017070	hypothetical protein, Mycobacterium tuberculosis Rv0226c type
PIRSF017071	hypothetical protein, Mycobacterium leprae MLCB1883.02c type
PIRSF017072	conserved hypothetical protein YngK
PIRSF017073	hypothetical protein, Mycobacterium leprae MLCB1788.35c type
PIRSF017074	hypothetical protein, Mycobacterium leprae MLCB1788.33c type
PIRSF017075	hypothetical protein, Mycobacterium leprae MLCB1788.28 type
PIRSF017076	hypothetical protein, Mycobacterium tuberculosis Rv0412c type
PIRSF017077	hypothetical protein, Mycobacterium leprae MLCB1243.37 type
PIRSF017079	hypothetical protein, Mycobacterium leprae MLCB1243.13 type
PIRSF017080	hypothetical protein, Mycobacterium tuberculosis Rv2968c type
PIRSF017081	PIRSF017081
PIRSF017082	protein YflP
PIRSF017083	PIRSF017083
PIRSF017085	glycosyltransferase, RedA type
PIRSF017086	hypothetical protein, Haemophilus influenzae HI1415 type
PIRSF017087	aerobactin biosynthesis protein IucB
PIRSF017088	PIRSF017088
PIRSF017090	WblA protein
PIRSF017091	Vibrio cholerae hypothetical protein WbfA
PIRSF017092	PIRSF017092
PIRSF017093	human herpesvirus 6 B8
PIRSF017095	uncharacterized herpesvirus protein U55
PIRSF017097	human herpesvirus 6 U7
PIRSF017099	PIRSF017099
PIRSF017100	PIRSF017100
PIRSF017101	human herpesvirus 6 hypothetical protein DRHN1R
PIRSF017103	human herpesvirus 6 hypothetical protein U19
PIRSF017104	protein U15, Herpesvirus type
PIRSF017105	ubiquitin conjugation factor E4 with U-box domain, Ufd2 type
PIRSF017107	methylaspartate ammonia-lyase
PIRSF017108	PIRSF017108
PIRSF017110	PIRSF017110
PIRSF017112	PIRSF017112
PIRSF017113	PIRSF017113
PIRSF017114	Yop virulence system, bifunctional kinase/Rho GTPase inactivator YopO
PIRSF017115	PIRSF017115
PIRSF017117	type III secretion machinery chaperone protein, YscY type
PIRSF017118	hypothetical protein, Yersinia pestis Y0045 type
PIRSF017120	PIRSF017120
PIRSF017121	PIRSF017121
PIRSF017122	PIRSF017122
PIRSF017123	PIRSF017123
PIRSF017124	PIRSF017124
PIRSF017125	PIRSF017125
PIRSF017126	chromosome condensation complex condensin, subunit H
PIRSF017127	chromosome condensation complex condensin, subunit D2
PIRSF017129	PIRSF017129
PIRSF017131	Schizosaccharomyces pombe hypothetical protein SPBC405.05
PIRSF017132	PIRSF017132
PIRSF017133	segment polarity protein dishevelled homolog DVL
PIRSF017137	PIRSF017137
PIRSF017138	ateline herpesvirus 3 hypothetical protein 52
PIRSF017139	ateline herpesvirus 3 hypothetical protein 45
PIRSF017140	ateline herpesvirus 3 hypothetical protein 41
PIRSF017141	ateline herpesvirus 3 hypothetical protein 40
PIRSF017142	PIRSF017142
PIRSF017143	Bcl-2-like gene 16 protein
PIRSF017146	PIRSF017146
PIRSF017147	equine herpesvirus 4 probable envelope protein 10
PIRSF017148	equine herpesvirus 4 hypothetical protein 2
PIRSF017149	equine herpesvirus 4 hypothetical protein 1
PIRSF017150	PIRSF017150
PIRSF017151	PIRSF017151
PIRSF017152	PIRSF017152
PIRSF017154	hypothetical protein, Schizosaccharomyces pombe SPBC337.06c type
PIRSF017155	aryl hydrocarbon receptor nuclear translocator
PIRSF017158	PIRSF017158
PIRSF017164	PIRSF017164
PIRSF017165	PIRSF017165
PIRSF017166	telokin-like protein-20, Baculoviridae type
PIRSF017167	PIRSF017167
PIRSF017170	PIRSF017170
PIRSF017171	PIRSF017171
PIRSF017172	PIRSF017172
PIRSF017173	PIRSF017173
PIRSF017174	Schizosaccharomyces pombe hypothetical protein SPAC2E11.17
PIRSF017176	Dp1/Yop1
PIRSF017178	hypothetical protein, Schizosaccharomyces pombe SPCC736.10c type
PIRSF017179	RNA-induced silencing complex, nuclease component Tudor-SN
PIRSF017181	ADP-ribosylation factor GTPase-activating protein, ArfGAP1 type
PIRSF017182	PIRSF017182
PIRSF017183	PIRSF017183
PIRSF017184	bifunctional NAD(P)H-hydrate repair enzyme Nnr
PIRSF017185	transcription regulator SPCC61.02
PIRSF017186	PIRSF017186
PIRSF017190	60S ribosome subunit biogenesis protein NIP7
PIRSF017192	uncharacterized conserved protein
PIRSF017193	metacaspase
PIRSF017194	importin, subunit beta-3
PIRSF017196	exonuclease with PIN domain, eukaryotic YOR004w type
PIRSF017197	hypothetical protein, Schizosaccharomyces pombe SPCC18.09c type
PIRSF017198	GPI mannosyltransferase 3
PIRSF017199	thioredoxin-like protein, 4A/4B type
PIRSF017200	hypothetical protein, Schizosaccharomyces pombe SPCC16A11.03c type
PIRSF017201	PIRSF017201
PIRSF017202	Schizosaccharomyces pombe hypothetical protein SPCC1682.06
PIRSF017203	PIRSF017203
PIRSF017205	endoplasmic oxidoreductin
PIRSF017206	membrane integral vacuolar transporter chaperone complex, Vtc2/Vtc3/Vtc4 subunits
PIRSF017207	transmembrane protein 85
PIRSF017209	membrane protein, At2g17000 type
PIRSF017210	magnesium-dependent phosphatase 1
PIRSF017212	sorting nexin, Snx3 type
PIRSF017213	S-adenosyl-L-methionine dependent methyltransferase, YIL064W type
PIRSF017214	hypothetical protein, Schizosaccharomyces pombe SPBC776.05 type
PIRSF017215	ESCRT-2 complex, Vps22 subunit
PIRSF017216	hypothetical protein, Schizosaccharomyces pombe SPBC646.06c type
PIRSF017219	N-acetyltransferase 9
PIRSF017220	GTPase activating protein SPBC530.01
PIRSF017222	translation initiation factor eIF-2A
PIRSF017224	lipid phosphate phosphatase
PIRSF017225	vesicle coat complex COPII, subunit SEC24
PIRSF017226	pre-mRNA splicing factor SYF2
PIRSF017227	PIRSF017227
PIRSF017228	sphingolipid Delta-4 desaturase
PIRSF017229	PIRSF017229
PIRSF017230	nucleolar protein 6
PIRSF017231	PIRSF017231
PIRSF017232	MSF1-like protein
PIRSF017233	IkappaB kinase complex, IKAP component
PIRSF017236	RNA polymerase II transcription factor B, subunit 4
PIRSF017237	PIRSF017237
PIRSF017238	PIRSF017238
PIRSF017241	PIRSF017241
PIRSF017242	uncharacterized transmembrane protein containing Hrf1 domain
PIRSF017245	phosphoketolase
PIRSF017246	transcription initiation factor IID, TAF10 subunit
PIRSF017247	vacuolar transporter chaperone complex, Vtc1 subunit
